LastUpdate;Country;Category;Indicator (text in app);Cod.Category;Cod.Indicator;value;comment
14-07-20;LTU;Travel;May I enter this country without a medical certificate or a negative test?;2;11;Y;
14-07-20;LTU;Services;Are non-essential shops open?;3;1;Y;Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.
14-07-20;LTU;Services;Are tourism accommodations open?;3;2;Y;"Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.<br><br><b><a href=""https://tinyurl.com/y7x7mkny "">Rebook</a></b><br><br>Customers who had their domestic travel plans cancelled due to Coronavirus could be eligible for a reward when rebooking a stay at the same cancelled property via Booking.com. Rebookings must be made before 31/12/2020 and stays completed before 30/04/2021. The full amount paid goes directly to the accommodation provider.  Please refer to terms and conditions as some exclusions apply. <br><br>Guarantee: No
"
14-07-20;LTU;Services;Are restaurants open?;3;3;Y;Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.
14-07-20;LTU;Services;Are bars & cafés open?;3;4;Y;Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.
14-07-20;LTU;Services;Are beaches and tourist areas openly accessible?;3;5;Y;Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.
14-07-20;LTU;Services;Are museums & heritage sites open?;3;6;Y;Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.
14-07-20;LTU;Services;Are personal care services available?;3;7;Y;Medical facilities organise their activities by managing patient flows as well as infrastructure, material and human resources. Priority is given to remote outpatient services, but medical facilities are free to choose the method of service provision that best suits patient interests. Health care services may be resumed once the medical facilities prepare a plan for routine impatient and outpatient services and submit it to the National Public Health Centre.
14-07-20;LTU;Services;Are places of worship accessible?;3;8;Y;Outdoor cultural, entertainment, sporting or other events will be allowed to gather up to 500 spectators, and indoor events - up to 150 spectators, provided that all the safety requirements are met. The distance of at least 1 meter between people will have to be ensured, except family members. Indoor events can be attended by up to 100 spectators keeping the distance of 2 meters from each other (except family members).
14-07-20;LTU;Services;Are arrangements for “closed door” (i.e. organised coach tours without intermediate pickup) tourism packages available?;3;9;Y;Provision of services, trade in public trading outlets, leisure and entertainment activities,operation of catering facilities, restaurants,cafes,bars,nightclubs and other entertainment venues,gambling houses (casinos) and amusement arcades,bingo halls,cultural,entertainment,sports,other events shall be organized and conducted subject to the conditions for the management of the flows of people,safe physical distance,other key requirements for public health safety, hygiene, and use of personal protective equipment.
14-07-20;LTU;Health & Safety;Are there any risk areas under lockdown in this country?;4;1;N;
14-07-20;LTU;Health & Safety;Is a mask required in public?;4;2;;People are no longer required to cover their faces outdoors: hotels, cafes, restaurants and other establishments open for business. Nose and mouth covers are not required when eating and drinking in catering establishments, when exercising, also in the pool or sauna. Face masks, respirators or other protective equipment must be worn indoors, also outdoors: in marketplaces and other public trading venues, events, excursions, public transport boarding points, public transport and other gathering places.
14-07-20;LTU;Health & Safety;Is physical distancing required?;4;3;;The distance of at least 1 metre between people must be ensured (except for members of the same family)
14-07-20;LTU;Health & Safety;Health protocols for tourism services and tourists;4;4;;Medical facilities organise their activities by managing patient flows as well as infrastructure, material and human resources. Priority is given to remote outpatient services, but medical facilities are free to choose the method of service provision that best suits patient interests. Health care services may be resumed once the medical facilities prepare a plan for routine impatient and outpatient services and submit it to the National Public Health Centre.
14-07-20;LTU;Health & Safety;Safety measures for public transportation;4;5;;Keeping the distance between passengers, wearing personal protective equipment, disinfecting vehicles, regulating entry / exit flows.
14-07-20;LTU;Health & Safety;Other measures;4;6;;Organising activities in social care establishments. Visiting group residence homes, orphanages, childcare homes and foster families shall be allowed provided the safety requirements are met. What is not allowed as yet, is visiting people in prisons and residential social service institutions for the elderly and for persons with disabilities. Likewise, it is prohibited to provide day care and short-term social care or social welfare services to the elderly in non-residential social service institutions.
14-07-20;LTU;Health & Safety;Recommended contact tracing app;4;7;;"<a href=""https://apps.apple.com/lt/app/karantinas/id1504237834"">Karantinas (Apple Store)</a>"
14-07-20;LTU;Health & Safety;Gatherings;4;8;;Outdoor cultural, entertainment, sporting or other events will be allowed to gather up to 500 spectators, and indoor events - up to 150 spectators, provided that all the safety requirements are met. The distance of at least 1 meter between people will have to be ensured, except family members. Indoor events can be attended by up to 100 spectators keeping the distance of 2 meters from each other (except family members).
24-07-20;LTU;Info;National information;1;1;;PLEASE DO NOT FILL THIS FIELD
24-07-20;LTU;Info;Regional information;1;2;;No regional variations.
24-07-20;LTU;Info;EU initiatives;1;3;;PLEASE DO NOT FILL THIS FIELD
24-07-20;LTU;Info;Voucher schemes;3;10;;"<b><a href=""https://talonai.lt/ "">Talonai.lt</a></b><br><br>Buy a voucher now for a participating outlet of your choice. Spend it later.<br><br><b><a href=""https://tinyurl.com/y7x7mkny "">Rebook</a></b><br><br>Customers who had their domestic travel plans cancelled due to Coronavirus could be eligible for a reward when rebooking a stay at the same cancelled property via Booking.com. Rebookings must be made before 31/12/2020 and stays completed before 30/04/2021. The full amount paid goes directly to the accommodation provider.  Please refer to terms and conditions as some exclusions apply. <br><br>Guarantee: No
"
24-07-20;LTU;Info;National website with COVID-related information for TOURISM;1;5;;
24-07-20;LTU;Info;National website with COVID-related inofrmation for TRANSPORT;1;6;;
24-07-20;LTU;Info;National website about COVID situation;1;7;;"<a href=""http://sam.lrv.lt/en/news/important-information-to-foreign-nationals-in-lithuania"">Info Coronavirus</a> <br> <a href=""http://koronastop.lrv.lt/"">Official source of information by the Government of the Republic of Lithuania</a> <br>"
24-07-20;LTU;Info;National Helpline for COVID;1;8;;phone number: +37061879984
24-07-20;LTU;Info;Restrictions on the provision of tourist services at national or sub-national/regional level;1;9;;
24-07-20;LTU;Info;Useful Info for tourists;1;10;;"Before starting your journey, please check visa requirements for your destination at: <a href=""https://ec.europa.eu/home-affairs/what-we-do/policies/borders-and-visas/visa-policy/schengen_visa_en"">The Schengen visa</a>

<a href""https://koronastop.lrv.lt/"">More info</a>"
24-07-20;LTU;Travel;May I freely move within this country?;2;1;Y;
24-07-20;LTU;Travel;From within the EU/EEA, may I enter or exit this country for tourism? ;2;2;WL;"Citizens from the European Economic Area, Switzerland and the United Kingdom, and persons lawfully residing in these countries, are allowed to enter Lithuania, provided that the incidence of COVID-19 (coronavirus infection) in their country of origin has not exceeded 16 cases/100 000 population in the last 14 days. The <a href=""http://koronastop.lrv.lt/en/news/updated-list-of-countries-for-the-allowed-and-forbidden-entries"">list of approved countries</a> is published every Monday by the State Commander of National Emergency Operations. Mandatory selfregistration required before entry into Republic of Lithuania <a href=""https://keleiviams.nvsc.lt/en/form""> online form</a>"
24-07-20;LTU;Travel;May I transit this country?;2;3;WL;"Transit through the territory of the Republic of Lithuania is allowed for foreigners in these cases:<br>on their return to their country of residence;<br>in whose respect a reasoned request has been made by a foreign country;<br>seafarers;<br>using facilitated transit of persons from the territory of the Russian Federation to Kaliningrad region of the Russian Federation and backwards (this transit of persons shall be carried out only through Kena railway border checkpoint and Kybartai railway border checkpoint under the conditions laid down by the Minister for Foreign affairs of the Republic of Lithuania). Mandatory selfregistration required before entry into Republic of Lithuania <a href=""https://keleiviams.nvsc.lt/en/form""> online form</a>"
24-07-20;LTU;Travel;May I enter this country by car/motorbike/camper?;2;4;WL;"Citizens from the European Economic Area, Switzerland and the United Kingdom, and persons lawfully residing in these countries, are allowed to enter Lithuania, provided that the incidence of COVID-19 (coronavirus infection) in their country of origin has not exceeded 16 cases/100 000 population in the last 14 days. The <a href=""http://koronastop.lrv.lt/en/news/updated-list-of-countries-for-the-allowed-and-forbidden-entries"">list of approved countries</a> is published every Monday by the State Commander of National Emergency Operations. Mandatory selfregistration required before entry into Republic of Lithuania <a href=""https://keleiviams.nvsc.lt/en/form""> online form</a>"
24-07-20;LTU;Travel;May I enter this country by train?;2;5;WL;"Citizens from the European Economic Area, Switzerland and the United Kingdom, and persons lawfully residing in these countries, are allowed to enter Lithuania, provided that the incidence of COVID-19 (coronavirus infection) in their country of origin has not exceeded 16 cases/100 000 population in the last 14 days. The <a href=""http://koronastop.lrv.lt/en/news/updated-list-of-countries-for-the-allowed-and-forbidden-entries"">list of approved countries</a> is published every Monday by the State Commander of National Emergency Operations. Mandatory selfregistration required before entry into Republic of Lithuania <a href=""https://keleiviams.nvsc.lt/en/form""> online form</a>"
24-07-20;LTU;Travel;May I enter this country by bus or coach?;2;6;WL;"Citizens from the European Economic Area, Switzerland and the United Kingdom, and persons lawfully residing in these countries, are allowed to enter Lithuania, provided that the incidence of COVID-19 (coronavirus infection) in their country of origin has not exceeded 16 cases/100 000 population in the last 14 days. The <a href=""http://koronastop.lrv.lt/en/news/updated-list-of-countries-for-the-allowed-and-forbidden-entries"">list of approved countries</a> is published every Monday by the State Commander of National Emergency Operations. Mandatory selfregistration required before entry into Republic of Lithuania <a href=""https://keleiviams.nvsc.lt/en/form""> online form</a>"
24-07-20;LTU;Travel;May I enter this country by sea transport?;2;7;WL;"Citizens from the European Economic Area, Switzerland and the United Kingdom, and persons lawfully residing in these countries, are allowed to enter Lithuania, provided that the incidence of COVID-19 (coronavirus infection) in their country of origin has not exceeded 16 cases/100 000 population in the last 14 days. The <a href=""http://koronastop.lrv.lt/en/news/updated-list-of-countries-for-the-allowed-and-forbidden-entries"">list of approved countries</a> is published every Monday by the State Commander of National Emergency Operations. Mandatory selfregistration required before entry into Republic of Lithuania <a href=""https://keleiviams.nvsc.lt/en/form""> online form</a>"
24-07-20;LTU;Travel;May I fly to this country?;2;8;WL;"Citizens from the European Economic Area, Switzerland and the United Kingdom, and persons lawfully residing in these countries, are allowed to enter Lithuania, provided that the incidence of COVID-19 (coronavirus infection) in their country of origin has not exceeded 16 cases/100 000 population in the last 14 days. The <a href=""http://koronastop.lrv.lt/en/news/updated-list-of-countries-for-the-allowed-and-forbidden-entries"">list of approved countries</a> is published every Monday by the State Commander of National Emergency Operations. Mandatory selfregistration required before entry into Republic of Lithuania <a href=""https://keleiviams.nvsc.lt/en/form""> online form</a>"
24-07-20;LTU;Travel;As a third-country national coming from outside the EU/EEA, May I enter this country without restrictions?;2;9;WL;"Foreigners from third countries may enter Lithuania only after obtaining permission from the responsible Lithuanian authorities depending on the nature of the issue: the Ministry of Foreign Affairs, the Ministry of Social Security and Labour, etc. Travellers legally residing in countries that are included in the EU list of third countries whose residents should not be subject to a temporary restriction on crossing external borders for the purpose of unnecessary travel to the EU, are also allowed to enter the Republic of Lithuania if their countries are not included in the list of the affected countries, i. e. if the incidence rate is less than 16 cases per 100,000 population in those countries in the last 14 days.<br>As of 13/7/20, this is the <a href=http://koronastop.lrv.lt/en/news/the-updated-list-of-the-coronavirus-affected-countries-includes-ghana"">list of affected countries</a>. Mandatory selfregistration required before entry into Republic of Lithuania <a href=""https://keleiviams.nvsc.lt/en/form""> online form</a>"
24-07-20;LTU;Travel;May I enter this country without being subject to a mandatory quarantine?;2;10;Y;"Every week, Lithuania publishes a <a href=""http://koronastop.lrv.lt/en/news/updated-list-of-countries-for-the-allowed-and-forbidden-entries"">list of affected countries</a> (with a coronavirus infection (COVID-19) incidence rate of more than 16 cases per 100,000 population over the last 14 days). The entry of foreigners into the Republic of Lithuania from those countries shall be limited to exceptional cases and those entering Lithuania will be subject to 14-day self-isolation.<br>Self-isolation requirement for foreign arrivals depends on the original point of travelling. This means that if people have proof that they are travelling from a country from which isolation on return or arrival is not required, they do not need to self-isolate even if they have travelled through other countries. Failing to have such proof, travellers will fall subject to requirements applicable for the last visited country from which they have come to Lithuania."
24-07-20;LTU;Travel;May I enter this country without a medical certificate or a negative test?;2;11;Y;
24-07-20;LTU;Services;Are non-essential shops open?;3;1;Y;Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.
24-07-20;LTU;Services;Are tourism accommodations open?;3;2;Y;"Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.<br><br><b><a href=""https://tinyurl.com/y7x7mkny "">Rebook</a></b><br><br>Customers who had their domestic travel plans cancelled due to Coronavirus could be eligible for a reward when rebooking a stay at the same cancelled property via Booking.com. Rebookings must be made before 31/12/2020 and stays completed before 30/04/2021. The full amount paid goes directly to the accommodation provider.  Please refer to terms and conditions as some exclusions apply. <br><br>Guarantee: No
"
24-07-20;LTU;Services;Are restaurants open?;3;3;Y;Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.
24-07-20;LTU;Services;Are bars & cafés open?;3;4;Y;Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.
24-07-20;LTU;Services;Are beaches and tourist areas openly accessible?;3;5;Y;Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.
24-07-20;LTU;Services;Are museums & heritage sites open?;3;6;Y;Provision of services, shops, leisure and entertainment activities, catering facilities, restaurants, cafés, bars, night clubs and other entertainment venues, gambling houses (casinos) and amusement arcades, bingo halls, cultural, entertainment, sport and other events shall be organised and conducted according to the following safety conditions: management of the flows of people, safe physical distance, other key requirements for public health safety, hygiene, and use of personal protective equipment.
24-07-20;LTU;Services;Are personal care services available?;3;7;Y;Medical facilities organise their activities by managing patient flows as well as infrastructure, material and human resources. Priority is given to remote outpatient services, but medical facilities are free to choose the method of service provision that best suits patient interests. Health care services may be resumed once the medical facilities prepare a plan for routine impatient and outpatient services and submit it to the National Public Health Centre.
24-07-20;LTU;Services;Are places of worship accessible?;3;8;Y;Outdoor cultural, entertainment, sporting or other events will be allowed to gather up to 500 spectators, and indoor events - up to 150 spectators, provided that all the safety requirements are met. The distance of at least 1 meter between people will have to be ensured, except family members. Indoor events can be attended by up to 100 spectators keeping the distance of 2 meters from each other (except family members).
24-07-20;LTU;Services;Are arrangements for “closed door” (i.e. organised coach tours without intermediate pickup) tourism packages available?;3;9;Y;Provision of services, trade in public trading outlets, leisure and entertainment activities,operation of catering facilities, restaurants,cafes,bars,nightclubs and other entertainment venues,gambling houses (casinos) and amusement arcades,bingo halls,cultural,entertainment,sports,other events shall be organized and conducted subject to the conditions for the management of the flows of people,safe physical distance,other key requirements for public health safety, hygiene, and use of personal protective equipment.
24-07-20;LTU;Health & Safety;Are there any risk areas under lockdown in this country?;4;1;N;
24-07-20;LTU;Health & Safety;Is a mask required in public?;4;2;;People are no longer required to cover their faces outdoors: hotels, cafes, restaurants and other establishments open for business. Nose and mouth covers are not required when eating and drinking in catering establishments, when exercising, also in the pool or sauna. Face masks, respirators or other protective equipment must be worn indoors, also outdoors: in marketplaces and other public trading venues, events, excursions, public transport boarding points, public transport and other gathering places.
24-07-20;LTU;Health & Safety;Is physical distancing required?;4;3;;The distance of at least 1 metre between people must be ensured (except for members of the same family)
24-07-20;LTU;Health & Safety;Health protocols for tourism services and tourists;4;4;;Medical facilities organise their activities by managing patient flows as well as infrastructure, material and human resources. Priority is given to remote outpatient services, but medical facilities are free to choose the method of service provision that best suits patient interests. Health care services may be resumed once the medical facilities prepare a plan for routine impatient and outpatient services and submit it to the National Public Health Centre.
24-07-20;LTU;Health & Safety;Safety measures for public transportation;4;5;;Keeping the distance between passengers, wearing personal protective equipment, disinfecting vehicles, regulating entry / exit flows.
24-07-20;LTU;Health & Safety;Other measures;4;6;;Organising activities in social care establishments. Visiting group residence homes, orphanages, childcare homes and foster families shall be allowed provided the safety requirements are met. What is not allowed as yet, is visiting people in prisons and residential social service institutions for the elderly and for persons with disabilities. Likewise, it is prohibited to provide day care and short-term social care or social welfare services to the elderly in non-residential social service institutions.
24-07-20;LTU;Health & Safety;Recommended contact tracing app;4;7;;"<a href=""https://apps.apple.com/lt/app/karantinas/id1504237834"">Karantinas (Apple Store)</a>"
24-07-20;LTU;Health & Safety;Gatherings;4;8;;Outdoor cultural, entertainment, sporting or other events will be allowed to gather up to 500 spectators, and indoor events - up to 150 spectators, provided that all the safety requirements are met. The distance of at least 1 meter between people will have to be ensured, except family members. Indoor events can be attended by up to 100 spectators keeping the distance of 2 meters from each other (except family members).
01-08-20;LTU;Info;National information;1;1;;PLEASE DO NOT FILL THIS FIELD
01-08-20;LTU;Info;Regional information;1;2;;No regional variations.
01-08-20;LTU;Info;EU initiatives;1;3;;PLEASE DO NOT FILL THIS FIELD
01-08-20;LTU;Info;Voucher schemes;3;10;;"<b><a href=""https://talonai.lt/ "">Talonai.lt</a></b><br><br>Buy a voucher now for a participating outlet of your choice. Spend it later.<br><br><b><a href=""https://tinyurl.com/y7x7mkny "">Rebook</a></b><br><br>Customers who had their domestic travel plans cancelled due to Coronavirus could be eligible for a reward when rebooking a stay at the same cancelled property via Booking.com. Rebookings must be made before 31/12/2020 and stays completed before 30/04/2021. The full amount paid goes directly to the accommodation provider.  Please refer to terms and conditions as some exclusions apply. <br><br>Guarantee: No
"
01-08-20;LTU;Info;National website with COVID-related information for TOURISM;1;5;;
01-08-20;LTU;Info;National website with COVID-related inofrmation for TRANSPORT;1;6;;
01-08-20;LTU;Info;National website about COVID situation;1;7;;"<a href=""http://sam.lrv.lt/en/news/important-information-to-foreign-nationals-in-lithuania"">Info Coronavirus</a> <br> <a href=""http://koronastop.lrv.lt/"">Official source of information by the Government of the Republic of Lithuania</a> <br>"
01-08-20;LTU;Info;National Helpline for COVID;1;8;;phone number: +37061879984
01-08-20;LTU;Info;Restrictions on the provision of tourist services at national or sub-national/regional level;1;9;;
01-08-20;LTU;Info;Useful Info for tourists;1;10;;"Before starting your journey, please check visa requirements for your destination at: <a href=""https://ec.europa.eu/home-affairs/what-we-do/policies/borders-and-visas/visa-policy/schengen_visa_en"">The Schengen visa</a>

<a href""https://koronastop.lrv.lt/"">More info</a>"
01-08-20;LTU;Travel;May I freely move within this country?;2;1;Y;
01-08-20;LTU;Travel;From within the EU/EEA, may I enter or exit this country for tourism? ;2;2;WL;"Travelling to and from EU and EEA countries is allowed without restrictions, except for countries where the coronavirus infection incidence rate is exceeding 16 cases per 100,000 population over the last 14 days.</p><p>An updated list of countries for which entry to Lithuania is restricted is available on the&nbsp;<a href=""http://sam.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">Ministry of Health website</a>.</p><p><strong>Rules and Exceptions</strong></p><p>Citizens from the European Economic Area, Switzerland and the United Kingdom, and persons lawfully residing in these countries, are allowed to enter Lithuania, provided that the incidence of COVID-19 (coronavirus infection) in their country of origin has not exceeded 16 cases/100 000 population in the last 14 days. The <a href=""http://koronastop.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">list of countries for mandatory 14-day isolation upon arrival</a> is published every Monday by the State Commander of National Emergency Operations.</p><p><strong>Mandatory Travel Documentation</strong></p><p>A mandatory <a href=""https://keleiviams.nvsc.lt/en/form"" target=""_blank"" rel=""noopener"">self-registration</a> is required before entry into Republic of Lithuania.</p><p><strong>Specific measures for Lithuanian residents exiting or returning to Lithuania</strong></p><p>Lithuanian citizens returning from countries where the incidence rate exceeds 16 cases per 100,000 population over the last 14 days are required to stay in isolation for 14 days.</p><p>Travellers returning or arriving from the affected countries included in the list are required to register within 24 hours by submitting their details to the National Public Health Centre. The same procedure applies to Lithuanian citizens returning from those countries and to foreigners with an entry permit.</p><p><strong>Links to national sources</strong></p><p><a href=""http://koronastop.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">List of countries for mandatory 14-day isolation upon arrival</a></p><p>&nbsp;"
01-08-20;LTU;Travel;May I transit this country?;2;3;WL;"Transit through the territory of the Republic of Lithuania is allowed for foreigners in these cases:<br>on their return to their country of residence;<br>in whose respect a reasoned request has been made by a foreign country;<br>seafarers;<br>using facilitated transit of persons from the territory of the Russian Federation to Kaliningrad region of the Russian Federation and backwards (this transit of persons shall be carried out only through Kena railway border checkpoint and Kybartai railway border checkpoint under the conditions laid down by the Minister for Foreign affairs of the Republic of Lithuania). Mandatory selfregistration required before entry into Republic of Lithuania <a href=""https://keleiviams.nvsc.lt/en/form""> online form</a>"
01-08-20;LTU;Travel;May I enter this country by car/motorbike/camper?;2;4;WL;"Travelling to and from EU and EEA countries is allowed without restrictions, except for countries where the coronavirus infection incidence rate is exceeding 16 cases per 100,000 population over the last 14 days.</p><p>An updated list of countries for which entry to Lithuania is restricted is available on the&nbsp;<a href=""http://sam.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">Ministry of Health website</a>.</p><p><strong>Rules and Exceptions</strong></p><p>Citizens from the European Economic Area, Switzerland and the United Kingdom, and persons lawfully residing in these countries, are allowed to enter Lithuania, provided that the incidence of COVID-19 (coronavirus infection) in their country of origin has not exceeded 16 cases/100 000 population in the last 14 days. The <a href=""http://koronastop.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">list of countries for mandatory 14-day isolation upon arrival</a> is published every Monday by the State Commander of National Emergency Operations.</p><p><strong>Mandatory Travel Documentation</strong></p><p>A mandatory <a href=""https://keleiviams.nvsc.lt/en/form"" target=""_blank"" rel=""noopener"">self-registration</a> is required before entry into Republic of Lithuania.</p><p><strong>Specific measures for Lithuanian residents exiting or returning to Lithuania</strong></p><p>Lithuanian citizens returning from countries where the incidence rate exceeds 16 cases per 100,000 population over the last 14 days are required to stay in isolation for 14 days.</p><p>Travellers returning or arriving from the affected countries included in the list are required to register within 24 hours by submitting their details to the National Public Health Centre. The same procedure applies to Lithuanian citizens returning from those countries and to foreigners with an entry permit.</p><p><strong>Links to national sources</strong></p><p><a href=""http://koronastop.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">List of countries for mandatory 14-day isolation upon arrival</a></p><p>&nbsp;"
01-08-20;LTU;Travel;May I enter this country by train?;2;5;WL;"<p>Travelling to and from EU and EEA countries is allowed without restrictions, except for countries where the coronavirus infection incidence rate is exceeding 16 cases per 100,000 population over the last 14 days.</p><p>An updated list of countries for which entry to Lithuania is restricted is available on the&nbsp;<a href=""http://sam.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">Ministry of Health website</a>.</p><p><strong>Rules and Exceptions</strong></p><p>Citizens from the European Economic Area, Switzerland and the United Kingdom, and persons lawfully residing in these countries, are allowed to enter Lithuania, provided that the incidence of COVID-19 (coronavirus infection) in their country of origin has not exceeded 16 cases/100 000 population in the last 14 days. The <a href=""http://koronastop.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">list of countries for mandatory 14-day isolation upon arrival</a> is published every Monday by the State Commander of National Emergency Operations.</p><p><strong>Mandatory Travel Documentation</strong></p><p>A mandatory <a href=""https://keleiviams.nvsc.lt/en/form"" target=""_blank"" rel=""noopener"">self-registration</a> is required before entry into Republic of Lithuania.</p><p><strong>Specific measures for Lithuanian residents exiting or returning to Lithuania</strong></p><p>Lithuanian citizens returning from countries where the incidence rate exceeds 16 cases per 100,000 population over the last 14 days are required to stay in isolation for 14 days.</p><p>Travellers returning or arriving from the affected countries included in the list are required to register within 24 hours by submitting their details to the National Public Health Centre. The same procedure applies to Lithuanian citizens returning from those countries and to foreigners with an entry permit.</p><p><strong>Links to national sources</strong></p><p><a href=""http://koronastop.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">List of countries for mandatory 14-day isolation upon arrival</a></p><p>&nbsp;</p>"
01-08-20;LTU;Travel;May I enter this country by bus or coach?;2;6;WL;"Travelling to and from EU and EEA countries is allowed without restrictions, except for countries where the coronavirus infection incidence rate is exceeding 16 cases per 100,000 population over the last 14 days.</p><p>An updated list of countries for which entry to Lithuania is restricted is available on the&nbsp;<a href=""http://sam.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">Ministry of Health website</a>.</p><p><strong>Rules and Exceptions</strong></p><p>Citizens from the European Economic Area, Switzerland and the United Kingdom, and persons lawfully residing in these countries, are allowed to enter Lithuania, provided that the incidence of COVID-19 (coronavirus infection) in their country of origin has not exceeded 16 cases/100 000 population in the last 14 days. The <a href=""http://koronastop.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">list of countries for mandatory 14-day isolation upon arrival</a> is published every Monday by the State Commander of National Emergency Operations.</p><p><strong>Mandatory Travel Documentation</strong></p><p>A mandatory <a href=""https://keleiviams.nvsc.lt/en/form"" target=""_blank"" rel=""noopener"">self-registration</a> is required before entry into Republic of Lithuania.</p><p><strong>Specific measures for Lithuanian residents exiting or returning to Lithuania</strong></p><p>Lithuanian citizens returning from countries where the incidence rate exceeds 16 cases per 100,000 population over the last 14 days are required to stay in isolation for 14 days.</p><p>Travellers returning or arriving from the affected countries included in the list are required to register within 24 hours by submitting their details to the National Public Health Centre. The same procedure applies to Lithuanian citizens returning from those countries and to foreigners with an entry permit.</p><p><strong>Links to national sources</strong></p><p><a href=""http://koronastop.lrv.lt/en/news/the-updated-list-of-countries-for-mandatory-14-day-isolation-upon-return-1"" target=""_blank"" rel=""noopener"">List of countries for mandatory 14-day isolation upon arrival</a></p><p>&nbsp;"
